taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	IMG Submission ID	GOLD Analysis Project ID	GOLD Sequencing Project ID	GOLD Study ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Depth In Meters	Genome Size  * assembled	Gene Count  * assembled	Predicted Viruses
3300028896	*Microbiome	Permanent Draft	Axial Seamount Reassemblies	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS907_Anemone_DNA IDBA_UD reassembly	Marine Biological Laboratory	3300028896	Metagenome Analysis	193595	Ga0310050	Gp0119880	Gs0135702	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1542.000000	226318478	510325	41
3300043213	*Microbiome	Permanent Draft	Marine sediment microbial communities off the coast of San Francisco, CA, United States	Marine sediment microbial communities off the coast of San Francisco, CA, United States - OC_4000m_C2_0cm5cm (coverage test 8Gb) (version 3)	DOE Joint Genome Institute  (JGI)	3300043213	Metagenome Analysis	249470	Ga0484902	Gp0432403	Gs0142364	Environmental	Aquatic	Oceanic	Marine	Sediment	3875.000000	129265105	219601	42
3300037591	*Microbiome	Permanent Draft	Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico	Marine viral communities from Cariaco Basin, Caribbean Sea - 27_WHOI_OMZ (v2) (version 2)	DOE Joint Genome Institute  (JGI)	3300037591	Metagenome Analysis	225663	Ga0394427	Gp0122837	Gs0067852	Environmental	Aquatic	Oceanic	Marine	Unclassified	263.000000	87718700	122795	42
3300048058	*Microbiome	Permanent Draft	Marine and freshwater sediment microbial communities from various locations	Marine sediment microbial communities from Mediterranean Sea - Mediterranean_Core_1_0-4_cm	DOE Joint Genome Institute  (JGI)	3300048058	Metagenome Analysis	256688	Ga0493990	Gp0563037	Gs0153943	Environmental	Aquatic	Sediment	Marine	Unclassified	495.000000	399661359	1240358	43
3300025265	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Pacific Ocean - MP2098 (SPAdes)	DOE Joint Genome Institute  (JGI)	3300025265	Metagenome Analysis	184176	Ga0208467	Gp0053955	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	294.000000	126595548	244807	43
3300023368	*Microbiome	Permanent Draft	Hydrothermal Fe-rich Mat Reference Genomes	Hydrothermal Fe-rich mat microbial community from Snakepit Site, Mid-Atlantic Ridge, Atlantic Ocean - 667-BS4	University of Delaware	3300023368	Metagenome Analysis	181162	Ga0256753	Gp0295823	Gs0133538	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats	3504.920000	275647014	431132	43
3300020322	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100002003 (ERX556138-ERR599051)	CEA Genoscope	3300020322	Metagenome Analysis	149422	Ga0211563	Gp0117196	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	450.000000	284343711	640468	43
3300021486	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-13-4-5_MG	DOE Joint Genome Institute  (JGI)	3300021486	Metagenome Analysis	161680	Ga0190346	Gp0215271	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats	2011.000000	119658292	239184	43
3300021975	*Microbiome	Permanent Draft	Characterization of microbial community from Mariana Back Arc	Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS927 _150kmer	Marine Biological Laboratory	3300021975	Metagenome Analysis	165358	Ga0232643	Gp0216779	Gs0129105	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	3278.000000	436682860	858940	43
3300021490	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-3-4_MG	DOE Joint Genome Institute  (JGI)	3300021490	Metagenome Analysis	161654	Ga0190330	Gp0215255	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment	2011.000000	124187887	266662	44
3300013797	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly	Marine Biological Laboratory	3300013797	Metagenome Analysis	117382	Ga0180403	Gp0118608	Gs0114926	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	2376.000000	196958927	248623	44
3300025037	*Microbiome	Permanent Draft	Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico	Marine viral communities from Cariaco Basin, Caribbean Sea - 24_WHOI_OMZ (SPAdes) (version 2)	DOE Joint Genome Institute  (JGI)	3300025037	Metagenome Analysis	184097	Ga0208435	Gp0122841	Gs0067852	Environmental	Aquatic	Oceanic	Marine	Unclassified	237.000000	59878164	87061	44
3300021484	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-13-3-4_MG	DOE Joint Genome Institute  (JGI)	3300021484	Metagenome Analysis	161674	Ga0190345	Gp0215270	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats	2011.000000	106167820	214538	44
3300048494	*Microbiome	Permanent Draft	Marine and freshwater sediment microbial communities from various locations	Marine sediment microbial communities from Caspian Sea - Caspian_Core_2_0-4_cm	DOE Joint Genome Institute  (JGI)	3300048494	Metagenome Analysis	257002	Ga0493984	Gp0563031	Gs0153943	Environmental	Aquatic	Sediment	Marine	Unclassified	205.000000	426750377	1050638	44
3300029926	*Microbiome	Permanent Draft	North Pond 2012	Aquifer microbial communities from Mid-Atlantic Ridge, Atlantic Ocean - 1383C Deep kmer 100	The Marine Biological Laboratory	3300029926	Metagenome Analysis	198586	Ga0315563	Gp0113268	Gs0135807	Environmental	Aquatic	Aquifer	Marine	Formation fluid	200.000000 to 332.000000	33009876	47953	45
3300020425	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100001765 (ERX556083-ERR598964)	CEA Genoscope	3300020425	Metagenome Analysis	149453	Ga0211549	Gp0117181	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	740.000000	1087341395	2867894	45
3300020321	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100002003 (ERX556042-ERR599060)	CEA Genoscope	3300020321	Metagenome Analysis	149421	Ga0211560	Gp0117196	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	450.000000	284570288	641918	45
3300017918	*Microbiome	Permanent Draft	Microbial communities from hydrothermal vent in East Pacific Rise, Pacific Ocean	Biofilm microbial communities from hydrothermal vent in East Pacific Rise, Pacific Ocean - CV88	Bigelow Laboratory for Ocean Sciences	3300017918	Metatranscriptome Analysis	132230	Ga0183808	Gp0210612	Gs0128946	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats	2503.000000	58046913	237369	46
3300002481	*Microbiome	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Deep oceanic, basalt-hosted subsurface ecosystem from Juan de Fuca Ridge flank, Pacific Ocean, CORK Borehole 1362A_J2.573	DOE Joint Genome Institute  (JGI)	3300002481	Metagenome Analysis	35080	Ga0004278	Gp0057564	Gs0090290	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	454.000000	169908118	271595	46
3300040958	*Microbiome	Permanent Draft	Seawater microbial communities from the Faroe-Shetland Channel, North-East Atlantic Ocean	Seawater microbial communities from the Faroe-Shetland Channel, North-East Atlantic Ocean - 700mSIP-HEX-2	DOE Joint Genome Institute  (JGI)	3300040958	Metagenome Analysis	237913	Ga0310818	Gp0325887	Gs0135753	Environmental	Aquatic	Oceanic	Marine	Unclassified	700.000000	85358938	97259	47
3300002919	*Microbiome	Permanent Draft	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Marine microbial communities from the Southern Atlantic Ocean, analyzing organic carbon cycling - Bottom_A/KNORR_S2/LV	DOE Joint Genome Institute  (JGI)	3300002919	Metagenome Analysis	44794	Ga0008061	Gp0088373	Gs0110176	Environmental	Aquatic	Oceanic	Marine	Unclassified	5110.000000	230126467	480851	47
3300021499	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-10-11_MG	DOE Joint Genome Institute  (JGI)	3300021499	Metagenome Analysis	161677	Ga0190337	Gp0215262	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment	2011.000000	144358644	327090	48
3300039449	*Microbiome	Permanent Draft	Seawater microbial communities from the Faroe-Shetland Channel, North-East Atlantic Ocean	Seawater microbial communities from the Faroe-Shetland Channel, North-East Atlantic Ocean - 700mSIP-HEX-1	DOE Joint Genome Institute  (JGI)	3300039449	Metagenome Analysis	235476	Ga0310817	Gp0325886	Gs0135753	Environmental	Aquatic	Oceanic	Marine	Unclassified	700.000000	90800530	103414	48
3300020291	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100000315 (ERX556069-ERR599031)	CEA Genoscope	3300020291	Metagenome Analysis	149366	Ga0211524	Gp0117142	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	600.000000	178932524	408687	48
3300006987	*Microbiome	Permanent Draft	Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico	Marine viral communities from Cariaco Basin, Caribbean Sea - 24_WHOI_OMZ	DOE Joint Genome Institute  (JGI)	3300006987	Metagenome Analysis	77065	Ga0098063	Gp0122841	Gs0067852	Environmental	Aquatic	Oceanic	Marine	Unclassified	237.000000	78994322	154589	49
3300023185	*Microbiome	Permanent Draft	Microbial communities of deep seafloor calcareous sediment with volcaniclastic crumbs from southwestern Indian Ocean	Marine sediment microbial communities from southwestern Indian Ocean - DY125-40IV-SWIR-S006-TVG06	Third Institute of Oceanography, State Oceanic Administration	3300023185	Metagenome Analysis	179458	Ga0255799	Gp0294101	Gs0133492	Environmental	Aquatic	Sediment	Marine	Unclassified	1879.000000	71586442	115919	49
3300006331	*Microbiome	Permanent Draft	Marine microbial communities from the North Pacific Subtropical Gyre, ALOHA station	Marine microbial communities from North Pacific Subtropical Gyre, Station ALOHA - HOT233_1_1000m	University of Hawaii	3300006331	Metagenome Analysis	73251	Ga0068488	Gp0111514	Gs0114420	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	1000.000000	488237571	1104775	49
3300028838	*Microbiome	Permanent Draft	Axial Seamount Reassemblies	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_Marker33_DNA IDBA_UD reassembly	Marine Biological Laboratory	3300028838	Metagenome Analysis	193597	Ga0310052	Gp0128110	Gs0135702	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1518.000000	446641352	1045323	49
3300006309	*Microbiome	Permanent Draft	Marine microbial communities from the North Pacific Subtropical Gyre, ALOHA station	Marine microbial communities from North Pacific Subtropical Gyre, Station ALOHA - HOT232_1_0500m	University of Hawaii	3300006309	Metagenome Analysis	73243	Ga0068479	Gp0111505	Gs0114420	Environmental	Aquatic	Oceanic	Marine	Photic zone	500.000000	179178553	485745	49
3300021514	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-30-0-1_MG	DOE Joint Genome Institute  (JGI)	3300021514	Metagenome Analysis	161671	Ga0190293	Gp0215218	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats	2001.000000	378970519	782903	49
3300000161	*Microbiome	Permanent Draft	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - August 2008 P12 2000m	DOE Joint Genome Institute  (JGI)	3300000161	Metagenome Analysis	8169	Ga0026146	Gp0053610	Gs0046785	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	2000.000000	148199099	313773	50
3300020326	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100002003 (ERX556099-ERR599004)	CEA Genoscope	3300020326	Metagenome Analysis	149395	Ga0211561	Gp0117196	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	450.000000	279670052	630592	50
3300000248	*Microbiome	Permanent Draft	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - February 2009 P12 500m	DOE Joint Genome Institute  (JGI)	3300000248	Metagenome Analysis	8308	Ga0026087	Gp0054007	Gs0046785	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	500.000000	91988334	236353	51
3300019110	*Microbiome	Permanent Draft	Metatranscriptome of marine microbial communities from upper and lower halo cline of Thetis Basin, Eastern Mediterranean Sea	Metatranscriptome of marine microbial communities from lower halo cline of Thetis Basin, Eastern Mediterranean Sea - 13_4	Woods Hole Oceanographic Institution	3300019110	Metatranscriptome Analysis	135228	Ga0193575	Gp0217195	Gs0129121	Environmental	Aquatic	Unclassified	Marine	Unclassified	3262.000000	68094443	138237	51
3300049931	*Microbiome	Permanent Draft	Marine sediment microbial communities from Pacific Ocean, California, USA	Marine sediment microbial communities from Pacific Ocean, California, USA - SSC_C4_L5	DOE Joint Genome Institute  (JGI)	3300049931	Metagenome Analysis	260499	Ga0499539	Gp0586625	Gs0129132	Environmental	Aquatic	Oceanic	Marine	Sediment	318.000000	134355484	224036	51
3300000219	*Microbiome	Permanent Draft	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - February 2010 P16 1000m	DOE Joint Genome Institute  (JGI)	3300000219	Metagenome Analysis	8964	Ga0026182	Gp0053649	Gs0046785	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	1000.000000	168607881	384376	51
3300011256	*Microbiome	Permanent Draft	Environmental DNA from seawater and marine sediment	Marine sediment microbial communities from Japan Sea near Toyama Prefecture, Japan - 2015_4, total	Toyama Prefectural University	3300011256	Metagenome Analysis	101183	Ga0151664	Gp0173500	Gs0121704	Environmental	Aquatic	Coastal	Marine	Sediment	570.000000	130199097	325277	51
3300006083	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_Marker33_DNA	Marine Biological Laboratory	3300006083	Metagenome Analysis	71135	Ga0081762	Gp0119881	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1516.000000	235585392	563401	51
3300034628	*Microbiome	Permanent Draft	Extreme environments viral communities from various locations	Seawater viral communities from Mid-Atlantic Ridge, Atlantic Ocean - 543_2961	DOE Joint Genome Institute  (JGI)	3300034628	Metagenome Analysis	211334	Ga0326755	Gp0348975	Gs0133511	Environmental	Aquatic	Unclassified	Marine	Unclassified	2961.000000	84114220	222684	52
3300020277	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100001971 (ERX556102-ERR599152)	CEA Genoscope	3300020277	Metagenome Analysis	149311	Ga0211568	Gp0117200	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	375.000000	299317090	694874	52
3300038737	*Microbiome	Permanent Draft	Marine microbial communities from different locations and depths of Red Sea, Saudi Arabia	Marine microbial communities from Red Sea, Saudi Arabia - sample27	King Abdulaziz City for Science and Technology (KACST)	3300038737	Metagenome Analysis	217055	Ga0237918	Gp0274054	Gs0132945	Environmental	Aquatic	Unclassified	Marine	Unclassified	500.000000	40465807	91796	52
3300025238	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Atlantic Ocean - MP2634 (SPAdes)	DOE Joint Genome Institute  (JGI)	3300025238	Metagenome Analysis	184169	Ga0208830	Gp0054720	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4002.690000	177368731	335446	52
3300049097	*Microbiome	Permanent Draft	Marine sediment microbial communities from Pacific Ocean, California, USA	Marine sediment microbial communities from Pacific Ocean, California, USA - SSC_C1_L1	DOE Joint Genome Institute  (JGI)	3300049097	Metagenome Analysis	258127	Ga0499536	Gp0586622	Gs0129132	Environmental	Aquatic	Oceanic	Marine	Sediment	318.000000	497468081	858617	53
2061766003	*Microbiome	Permanent Draft	Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California	Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California, Sample 457	Pennsylvania State University	2061766003	Metatranscriptome Analysis	1544	Ga0010754	Gp0051811	Gs0045864	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	1996.000000	136121595	322198	53
3300020275	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100002003 (ERX555991-ERR599175)	CEA Genoscope	3300020275	Metagenome Analysis	149309	Ga0211562	Gp0117196	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	450.000000	285807013	643976	55
3300048498	*Microbiome	Permanent Draft	Marine and freshwater sediment microbial communities from various locations	Marine sediment microbial communities from Mediterranean Sea - Mediterranean_Core_1_24-28_cm	DOE Joint Genome Institute  (JGI)	3300048498	Metagenome Analysis	257007	Ga0493996	Gp0563043	Gs0153943	Environmental	Aquatic	Sediment	Marine	Unclassified	495.000000	389158268	1198813	55
3300006306	*Microbiome	Permanent Draft	Marine microbial communities from the North Pacific Subtropical Gyre, ALOHA station	Marine microbial communities from North Pacific Subtropical Gyre, Station ALOHA - HOT229_1_0500m	University of Hawaii	3300006306	Metagenome Analysis	73180	Ga0068469	Gp0111495	Gs0114420	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	500.000000	310237780	786894	55
3300021973	*Microbiome	Permanent Draft	Characterization of microbial community from Mariana Back Arc	Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Alice_FS923 _150kmer	Marine Biological Laboratory	3300021973	Metagenome Analysis	165333	Ga0232635	Gp0216774	Gs0129105	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	3610.000000	301773984	650691	55
3300049898	*Microbiome	Permanent Draft	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume viral communities from North Pacific Ocean - CTD-AT42-06-007-2500m-0.03 v	DOE Joint Genome Institute  (JGI)	3300049898	Metagenome Analysis	260429	Ga0496607	Gp0569611	Gs0154120	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	2500.000000	28936667	87790	55
3300038348	*Microbiome	Permanent Draft	Marine microbial communities from the Gulf of Mexico to study Ocean acidification	Marine microbial communities from the Gulf of Mexico to study Ocean acidification - EN_58 - GOM58	Georgia Institute of Technology	3300038348	Metagenome Analysis	219663	Ga0134883	Gp0152074	Gs0121320	Environmental	Aquatic	Oceanic	Marine	Unclassified	1470.000000	136344452	250432	56
3300029950	*Microbiome	Permanent Draft	North Pond 2012	Aquifer microbial communities from Mid-Atlantic Ridge, Atlantic Ocean - 1382A kmer 100	The Marine Biological Laboratory	3300029950	Metagenome Analysis	198585	Ga0315562	Gp0113271	Gs0135807	Environmental	Aquatic	Aquifer	Marine	Formation fluid	90.000000 to 210.000000	62111438	82550	56
3300020272	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100001971 (ERX556120-ERR599127)	CEA Genoscope	3300020272	Metagenome Analysis	149339	Ga0211566	Gp0117200	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	375.000000	298610401	692283	56
3300035233	*Microbiome	Permanent Draft	Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling	Seawater microbial communities from the Northeast subarctic Pacific Ocean - P4_June_2015_500m	DOE Joint Genome Institute  (JGI)	3300035233	Metagenome Analysis	212846	Ga0372832	Gp0397395	Gs0114292	Environmental	Aquatic	Oceanic	Marine	Unclassified	500.000000	623897178	1558605	56
3300006347	*Microbiome	Permanent Draft	Marine microbial communities from the North Pacific Subtropical Gyre, ALOHA station	Marine microbial communities from North Pacific Subtropical Gyre, Station ALOHA - HOT224_1_1000m	University of Hawaii	3300006347	Metagenome Analysis	73393	Ga0099697	Gp0123695	Gs0114420	Environmental	Aquatic	Oceanic	Marine	Photic zone	1000.000000	370297446	784205	56
3300000173	*Microbiome	Permanent Draft	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - February 2010 P16 500m	DOE Joint Genome Institute  (JGI)	3300000173	Metagenome Analysis	8187	Ga0026191	Gp0053645	Gs0046785	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	500.000000	55538670	137661	57
3300021591	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-11-12_MG	DOE Joint Genome Institute  (JGI)	3300021591	Metagenome Analysis	163434	Ga0190338	Gp0215263	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment	2011.000000	129332765	319226	57
3300021505	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-0-1_MG	DOE Joint Genome Institute  (JGI)	3300021505	Metagenome Analysis	161667	Ga0190327	Gp0215252	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment	2011.000000	158973755	401829	57
3300032123	*Microbiome	Permanent Draft	Microbial communities from the deep biosphere	Marine sediment microbial communities from the Haakon Mosby mud volcano in the Barents Sea, Arctic Ocean - PS64_326_PUC_12 re-assembly	The Marine Biological Laboratory	3300032123	Metagenome Analysis	203568	Ga0326326	Gp0346744	Gs0135966	Environmental	Aquatic	Mud volcano	Marine	Unclassified	1250.000000	885889535	3052579	59
3300027827	*Microbiome	Permanent Draft	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Marine microbial communities from the Southern Atlantic Ocean, analyzing organic carbon cycling - AAIW_A/KNORR_S2/LV (SPAdes) (version 2)	DOE Joint Genome Institute  (JGI)	3300027827	Metagenome Analysis	188220	Ga0209035	Gp0088372	Gs0110176	Environmental	Aquatic	Oceanic	Marine	Unclassified	754.000000	1108151982	2465322	59
3300020298	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100000953 (ERX556051-ERR599128)	CEA Genoscope	3300020298	Metagenome Analysis	149377	Ga0211657	Gp0117249	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	480.000000	244553677	580903	60
3300028488	*Microbiome	Permanent Draft	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Marine microbial communities from Northeast Subartic Pacific Ocean, Canada - LP_J_2015_P26_2000m	DOE Joint Genome Institute  (JGI)	3300028488	Metagenome Analysis	191568	Ga0257113	Gp0297540	Gs0046785	Environmental	Aquatic	Oceanic	Marine	Unclassified	1320.000000	462983251	1027885	60
3300020328	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100001971 (ERX555937-ERR599015)	CEA Genoscope	3300020328	Metagenome Analysis	149396	Ga0211567	Gp0117200	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	375.000000	296148660	686882	61
3300027323	*Microbiome	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Deep oceanic, basalt-hosted subsurface ecosystem from Juan de Fuca Ridge flank, Pacific Ocean, CORK Borehole 1362B_J2.571 (SPAdes) (version 2)	DOE Joint Genome Institute  (JGI)	3300027323	Metagenome Analysis	187697	Ga0209426	Gp0057578	Gs0090290	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	290.000000	271974198	486713	61
3300021588	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG	DOE Joint Genome Institute  (JGI)	3300021588	Metagenome Analysis	163429	Ga0190285	Gp0215210	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats	2001.000000	95272852	208464	61
3300032191	*Microbiome	Permanent Draft	Microbial communities from the deep biosphere	Hydrothermal vent fluid microbial communities from Atlantic Lost City Hydrothermal Field, Atlantic Ocean - LC_3862_1325 re-assembly	Marine Biological Laboratory	3300032191	Metagenome Analysis	204577	Ga0326360	Gp0214303	Gs0135966	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	733.000000	215561738	511632	62
3300028825	*Microbiome	Permanent Draft	Axial Seamount Reassemblies	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS914_Anemone_DNA IDBA_UD reassembly	Marine Biological Laboratory	3300028825	Metagenome Analysis	193598	Ga0310053	Gp0128096	Gs0135702	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1541.000000	408956639	911799	62
3300006081	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_Marker113_DNA	Marine Biological Laboratory	3300006081	Metagenome Analysis	71132	Ga0081760	Gp0119879	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1522.000000	249836472	581619	62
3300006313	*Microbiome	Permanent Draft	Marine microbial communities from the North Pacific Subtropical Gyre, ALOHA station	Marine microbial communities from North Pacific Subtropical Gyre, Station ALOHA - HOT229_2_0770m	University of Hawaii	3300006313	Metagenome Analysis	73183	Ga0068472	Gp0111498	Gs0114420	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	770.000000	907369247	1891699	63
3300021482	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-6-7_MG	DOE Joint Genome Institute  (JGI)	3300021482	Metagenome Analysis	161676	Ga0190333	Gp0215258	Gs0129088	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment	2011.000000	104314933	219294	63
3300049904	*Microbiome	Permanent Draft	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume viral communities from North Pacific Ocean - CTD007 v	DOE Joint Genome Institute  (JGI)	3300049904	Metagenome Analysis	260435	Ga0496596	Gp0569600	Gs0154120	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	2500.000000	137144009	331013	63
3300020331	*Microbiome	Permanent Draft	Marine microbial communities from Tara Oceans	Marine microbial communities from Tara Oceans - TARA_B100001971 (ERX555910-ERR599076)	CEA Genoscope	3300020331	Metagenome Analysis	149455	Ga0211569	Gp0117200	Gs0114795	Environmental	Aquatic	Unclassified	Marine	Unclassified	375.000000	297449221	689784	63
